singer,song_name,song_id
刘若英,笑忘歌 (Live),2020596049
阿YueYue,笑红尘,1928819457
VaVa娃娃,笑纳 (Live),1812953894
DJ阿布,笑纳2025 (佳人请笑纳),2711848367
胡彦斌,笔墨登场,92877
封茗囧菌,笛月,500224267
郭采洁,笨的可以,4873125
徐秉龙,笨蛋,1397680229
陆虎,笨蛋，混蛋,1293905737
菲菲公主（陆绮菲）,第57次取消发送,2692390754
姚晓棠,第57次取消发送 (Live版),2706933026
菲菲公主（陆绮菲）,第57次取消发送（DJ阿智版伴奏）,2702011434
DJ阿智,第57次取消发送（DJ阿智版）,2702010522
菲菲公主（陆绮菲）,第57次取消发送（DJ阿智版）,2702010522
菲菲公主（陆绮菲）,第57次取消发送（伴奏）,2692390117
菲菲公主（陆绮菲）,第57次取消发送（加速版）,2692390755
王力宏,第一个清晨,25986096
艾志恒Asen,第一块劳,2061966698
马思唯,第一块劳,2061966698
孙燕姿,第一天,287248
邹沛沛,第一时间,2709815093
张远,第一次做人 (Live版),2090363474
王心凌,第一次爱的人,1480380030
GAI周延,第一现场,2690855401
傲七爷（江偌绮）,第一百零一首诗,1442827199
王贰浪,第三人称,2048637667
江辰,第三人称,2048637667
蔡依林,第三人称,29732694
买辣椒也用券,第三人称,502043537
许巍,第三极,31010481
潘玮柏,第二顺位 (Live),1484054622
杜宣达,第五遍晚安,1856978623
林俊杰,第几个100天,26305544
张碧晨,笼,2057534370
TC,等,1925404868
卫兰,等,26039334
任素汐,等一等,1323509945
庄东茹（豆芽鱼）,等一等就好,2619016304
希林娜依高,等下一个他 (Live版),2158973743
王赫野,等下一个他 (Live版),2158973743
周柏豪,等不到,37156099
鞠婧祎,等不到你,480427378
汪苏泷,等不到你,165377
弦子,等你,2600797714
黄丽玲,等你,34468262
王杰,等你开口把我留下来,157236
程响,等你归来,1812673579
张学友,等你等到我心痛,190360
程响,等到来生再相遇,31256459
黄龄,等待,417250587
亞細亞曠世奇才,等我以后火咯（Ft.亞細亞曠世奇才）,2640574852
张芸京,等我变了之后,428203686
薛之谦,等我回家,27955652
阿冗,等我回来,2614449895
李荣浩,等着等着就老了,1430224832
LBI利比,等风吹,1997509369
王宇宙Leto,等风吹过来,2623536806
傲七爷（江偌绮）,等风起,1466027974
杜宣达,答应不爱你,2134894976
h3R3,答应你,1299241212
杨坤,答案,28232019
郭采洁,答案,28232019
姚晓棠,答案 (Live版),2158973295
DJ阿智,答案在明天Vol.151,2704580229
喻言,简单.LIFE,1310952026
h3R3,简单的心,1808831742
郭顶,简约主义,85599
万妮达Vinida Weng,算了,2052409208
队长,算了,1871543357
刘思达LOFTHESTAR,算了吧,1908049566
Aioz,算了吧,1908049566
陈小春,算你狠,63968
韦礼安,管他什么音乐 (Live),1442844167
Wiz_H张子豪,管好你自己,1381835793
张韶涵,篇章,1943043408
王赫野,篇章,1943043408
宝石Gem,篝火儿女,2050614585
颜人中,篡改,1923203217
徐秉龙,米字路口,1882657341
邵帅,米店,1956542667
萧亚轩,类似爱情,307057
曾沛慈,粉笔和涂鸦,34014085
TC,粉色告白信,1833106566
梨冻紧,粉色长靴,1967140646
买辣椒也用券,粉雪,2152928931
贝乐虎,粗心的小画家,1417892365
陈奕迅,粤语残片,65778
DJ阿布,精卫（DJ阿布 remix）,2662670486
梁博,精气神,2698807243
薛凯琪,糖不甩,306978
h3R3,糖果,2148336787
梨冻紧,糟心的Monica,1812163254
买辣椒也用券,糟糕情书（Cover pchy）,423849357
许嵩,素颜,167827
何曼婷,素颜,167827
Gareth.T,紧急联络人,2103417418
古巨基,紧急联络人 (2024声生不息·大湾区季Live),2663432278
NINEONE#乃万,紧箍咒,2030824286
蔡健雅,紫 (Live),1408586555
阿肆,紫卿,27501816
吴雨霏,紫禁情,25639354
加木,紫罗蓝（Violet`s Day）,1986233862
李荣浩,紫荆花盛开,1959528822
梁咏琪,紫荆花盛开,1959528822
周柏豪,紫荆花盛开,2016388549
邹沛沛,紫蝴蝶,2611794865
白鹿,紫钗记,1868160570
韦礼安,累,159933
加木,絮,2619460915
黄龄,繁华梦,571336912
罗言,红,1918576268
曾舜晞,红尘伴,2711899003
王杰,红尘有你,157996
杨宗纬,红尘来去一场梦,34125003
Ice Paper,红房间,1327066230
黄诗扶,红拂夜奔,1818407748
李克勤,红日,115502
周柏豪,红日 (Live),1957017384
张远,红日 (Live版),2076708390
DJ阿布,红昭愿 (DJ阿布Remix),2616593622
尹昔眠,红梅妃,1818335369
唐伯虎Annie,红灯戏,2044813406
陈奕迅,红玫瑰,65533
摩登兄弟刘宇宁,红玫瑰 (Live),1422141655
张碧晨,红玫瑰 (live),464674406
黄诗扶,红白,1404492669
黄子弘凡,红移,2636353441
Aki阿杰,红线牵,1412718122
李克勤,红绿灯 (Live),1951521663
Ice Paper,红色-山河版,1394155242
THOME,红色惊叹号,2013291287
蔡健雅,红色高跟鞋,208902
陈慧娴,红茶馆,212356
韩红,红蔷薇,31877545
G.E.M.邓紫棋,红蔷薇白玫瑰,420513158
徐良,红装,174961
王菲,红豆,299936
方大同,红豆,28029104
袁娅维TIA RAY,红豆 (Live),2713639167
金玟岐,红透晚烟青,2618046004
尹昔眠,红霞帔,2163320621
胡彦斌,红颜,93213
林忆莲,纤维,2114419823
亞細亞曠世奇才,约你在黄昏后(prod.費奈爾蘭德),1969325469
王菲,约定,299116
曾沛慈,约定,27493032
陈奕迅,约定(Live),64443
MC HotDog 热狗,约翰屈伏塔,2108259540
林依晨,纪录片《八宝鸭》选段,1449197174
单依纯,纯妹妹,2608458865
双笙（陈元汐）,纯白,499274374
Capper,纵容,1819970423
李荣浩,纵横四海,1859925367
林依晨,纸玫瑰,255532
花粥,纸短情长,557581284
张紫豪,纸短情长,862777791
郁可唯,纸船,1442312981
林忆莲,纸飞机,256343
尹昔眠,线条小狗之恋,2702821721
薛之谦,绅士,32192436
小霞,细雨轻声,2106374692
周兴哲,终于了解自由,1336990252
周柏豪,终于我们 (feat. 岑宁儿),454711144
张靓颖,终于等到你,481859184
周兴哲,终于等到你 (Live版),570334024
曾沛慈,终极三国,371448
高睿,终点之城,1933965583
容祖儿,终身美丽 (live),2653381783
张杰,经过,2631333977
陈楚生,经过 (Live),2024901551
韩红,绒花,524152457
周杰伦,结尾曲-友谊地久天长(Live),288820
高旭,结束在此刻,2051294516
刘思达LOFTHESTAR,结果,1961792088
Aioz,结果,1961792088
邓丽君,结识你那一天,229608
陆虎,给从前的自己,1951952096
陈楚生,给从前的自己,1951952096
郭采洁,给他,233877
徐秉龙,给你,1397679287
谭维维,给你一点颜色 (Live) (第一名),38679426
蓝心羽,给你呀,2149555194
王安宇,给你的,1956245160
毛不易,给你给我,569200210
薛凯琪,给十年后的我,28068308
艾志恒Asen,给奶奶的信,1995339655
黄丽玲,给我一个理由忘记,205342
郭顶,给我一场噩梦也好,1929364430
程响,给我一杯冰水,2601652162
梁博,给我一点温度,402073808
李宗盛,给所有单身女子,108967
黄丽玲,给月亮的三行诗,2094473679
梁静茹,给未来的自己,254135
希林娜依高,给未来的自己 (Live版),2045090418
杨宗纬,给未来的自己(Live),176028
单依纯,给电影人的情书 (Live),1495784715
李克勤,给自己的情书,113900
王菲,给自己的情书,299604
古巨基,给自己的情书 (live),2670675596
梁咏琪,给自己的情歌(国),254749
en（王翊恩）,给自己的歌,2630864020
李宗盛,给自己的歌,394670
洛天依Official,绝体绝命,550059604
陈粒,绝对占有 相对自由,30431377
陈粒,绝对占有，相对自由,29431061
吴雨霏,绝配,298403
王唯旖,绣屏,1367357985
刘若英,继续-给十五岁的自己,254149
单依纯,续写,1875497943
谢安琪,绵绵,31152040
AGA,绵绵 (Live),463352365
何曼婷,绵绵冰,437292637
郑润泽,绽放,2025186889
曾舜晞,绽放,1989444608
孙燕姿,绿光,287221
任然,绿洲,562675760
徐佳莹,绿洲,306654
Ice Paper,绿洲,1327060656
沈以诚,绿洲,1400047314
何曼婷,缄默情书,1924814897
颜人中,缓缓,2624575315
杜宣达,缓缓,1882400889
张惠妹,缓缓,1808065609
谭维维,缘分一道桥,440411424
王力宏,缘分一道桥,440411424
鞠婧祎,缘尽世间,29922825
买辣椒也用券,缤纷小世界,1882083439
阿肆,缺乏,27501815
杨丞琳,缺氧,22740079
沈以诚,罗恩的幻想 (Daydream),1472607787
谢安琪,罗生门,33471531
Ice Paper,罗生门,559745101
梨冻紧,罗生门2024,2624625493
Wiz_H张子豪,罗生门2024,2624625493
Wiz_H张子豪,罗生门（Follow）,1456890009
梨冻紧,罗生门（Follow）,1456890009
杨和苏KeyNG,罗马,2147423683
胡彦斌,罗马假期,92881
en（王翊恩）,罢休,2693355152
李克勤,罪人,111536
黄丽玲,罪恶感,29819872
江辰,罪（feat.旺仔小乔）,2599870526
徐秉龙,置底,1981785190
赵雷,署前街少年,1974443817
王力宏,美,25643275
刘惜君,美丽心情,573168815
傲七爷（江偌绮）,美丽的神话,2132213614
韩红,美丽的神话,238780
韩红,美丽的神话Ⅱ,4875144
银临,美人灯,1483504365
蔡依林,美人计,209548
林俊杰,美人鱼,108931
华晨宇,美好的事可不可以发生在我身上 (Live版),2040835953
张远,美好的事可不可以发生在我身上 (Live版),2098198872
林依晨,美好的旅行,255535
蔡依林,美杜莎,29732648
徐良,美瞳,26600766
王菲,美错,299255
王心凌,羽毛,1480380027
林依晨,翅膀 (国语),392517
于冬然,翻,1814850931
杨和苏KeyNG,翻身仗,1963765546
海洋Bo,翻身日记,2709087122
王心凌,老人与海 (live),2106791479
李荣浩,老伴,27731174
邵帅,老歌老情怀,1413477624
弦子,老爹,76973
杨坤,老男孩 (Live版),2699873789
王源,老男孩 (Live版),2699873789
李荣浩,老街,133998
Wiz_H张子豪,而今,1346219879
韦礼安,而立,1442451771
Capper,耍猴儿 (LIVE版),1980024415
MC HotDog 热狗,耍猴儿 (LIVE版),1980024415
TizzyT,耍猴儿 (LIVE版),1980024415
亞細亞曠世奇才,耐1个银尊4头大捏,1969327235
薛之谦,耗尽,1498342485
VaVa娃娃,耙耳朵,2601991999
李荣浩,耳朵,1318235595
封茗囧菌,耳语,2703883176
汪苏泷,耿,1368327462
郭静,聊天,233852
Zy,聊天记录越往上你越爱我（ Shawty）,2159184104
刘惜君,聊表心意,1374061043
薛之谦,聊表心意,1374061043
洛天依Official,聘书,2681734305
薛之谦,肆无忌惮,557581967
卢广仲,肌肉的记忆,1900068505
KONI可妮,肩上蝶 金志文 / 汤晓菲,2703060920
徐秉龙,胆小鬼,1355927292
梁咏琪,胆小鬼,255667
王贰浪,背叛 2023,1953837350
杨宗纬,背叛(Live),176037
韦礼安,背叛情歌 (Live版),2042836563
林俊杰,背对背拥抱,26305547
赵雷,背影,202376
Aioz,背靠背,2092497376
何曼婷,胖娃娃,246232
江语晨,胜女的时代,27534033
毛不易,胡同,1413304559
任素汐,胡广生,1325905146
任素汐,胡广生 (我欠你啥子嘛),2123827813
任素汐,胡广生 (我欠你啥子嘛) (伴奏),2123822355
徐良,胸前,26600779
阿冗,胸大的姑娘,1362009196
庄东茹（豆芽鱼）,能不能回到小时候,2081252766
谢安琪,脆弱,307963
杨和苏KeyNG,脏增肌,2677399061
MC HotDog 热狗,脏艺术家 (LIVE版),1973748377
Aioz,脏鸽子,2677394317
王力宏,脚本,25643240
沙一汀EL,脱离,1381791666
罗言,脱离危险,2077807794
李荣浩,脱胎换骨,1925396986
梨冻紧,脸红糖果,1992083358
陈绮贞,腐朽,209230
银临,腐草为萤,28188426
双笙（陈元汐）,腐草为萤（Cover 银临）,409649822
金玟岐,腻味,513357062
汪苏泷,腾空,2627039740
徐佳莹,自以为 (feat. 徐佳莹),81987
梨冻紧,自作自受,2616178395
阿YueYue,自作自述,1966844035
陶喆,自导自演的悲剧,150419
范玮琪,自己 (Live),504685544
杨坤,自己 (Live),1992339352
DJ阿智,自己决定人生Vol.127,2134513857
郁可唯,自己的太阳,29343845
杨丞琳,自己的太阳,29343845
韦礼安,自己的太阳,29343845
郭静,自己的太阳,29343845
队长,自己的期待,1370073379
古巨基,自我安慰,1977937967
卢广仲,自我的介绍,1887627553
李荣浩,自拍,29764564
莫文蔚,自洽,1492319441
陈粒,自渡,421563717
邹沛沛,自爱·在,2080447661
张震岳,自由,185773
周柏豪,自由意志,28838022
杨千嬅,自由行,316517
江辰,自食其果,2682060664
NINEONE#乃万,至夏,1961991016
徐良,至尊宝,1301575218
周兴哲,至少我还记得,1336994034
林忆莲,至少还有你,256621
杜宣达,至少还有你,2604630100
高睿,至少还有你（2022）,1941900423
王赫野,致你,1862592546
yihuik苡慧,致你,1867217766
yihuik苡慧,致你·2025,2701139665
阿肆,致姗姗来迟的你,432506809
张靓颖,致我们终将逝去的青春 (2020重唱版),1466595872
鹿晗,致爱 Your Song,34852348
王贰浪,致自己,1808066043
王菲,致青春,26207292
王唯旖,致青春,2611208098
傲七爷（江偌绮）,致：黯淡星,2047787698
小霞,舍不得,38673684
于冬然,舍不得又如何,2022894616
王唯旖,舍得,453268268
KONI可妮,舍得 张碧晨 / 王赫野,2702643192
贝乐虎,舒伯特摇篮曲,1417892409
蓝心羽,舒伯特玫瑰,1329719293
何曼婷,舒适圈,1357621671
何曼婷,舒适圈 (伴奏),1357628368
蔡依林,舞娘,209718
蔡健雅,舞步,1334649916
万妮达Vinida Weng,舟,1974959291
VaVa娃娃,舟（LIVE版）,1980391949
Ice Paper,航海日,2653450818
郭采洁,船碇,399340495
赵雷,船长,1974444807
唐伯虎Annie,良人归,2033032008
黄诗扶,良辰夜,2075545193
徐佳莹,色盲,2023212774
黄诗扶,艳 · 2023,2018426285
王以太,艳阳天,1396146253
徐秉龙,艺术家,1323303739
萧亚轩,节奏与布鲁士,307249
加木,芒砀,2619463474
加木,芒砀 (live),2612993125
王唯旖,芒种 - 王呈章,1397557957
鞠婧祎,芙蓉,1834337381
TINY7,芝士爱,2112031716
NINEONE#乃万,芦苇飞 (Live版),2655482088
郁可唯,芦苇飞 (Live版),2655482088
蔡健雅,芬兰距离,2144687877
杨千嬅,芬梨道上,316710
毛不易,芬芳一生,569214251
step.jad依加,芭提雅,2064854186
鞠婧祎,花,2021361221
法老,"花,太阳,彩虹,你",1826189041
林依晨,花一开就相爱吧,255526
银临,花与酒,1467135593
梨冻紧,花信风,2031742656
王安宇,花儿与少年 (伴奏),2096065718
容祖儿,花千树,286713
李克勤,花园街的流星,113811
杨千嬅,花好月圆夜,5265772
ET,花店,2649237988
希林娜依高,花开中国 (舒楠监制 正式版),2706305290
谭维维,花开中国 (舒楠监制 正式版),2706305290
唐伯虎Annie,花开花落日升日没 (0.8xDJ德朋降调版),2674101367
王宇宙Leto,花开花落（伴奏）,2613354653
摩登兄弟刘宇宁,花心 (Live),2611207351
王安宇,花愿 (伴奏),2111024498
尹昔眠,花易落,2135849836
阿YueYue,花朝集,2022104957
古巨基,花洒,86470
丁当,花火,223760
傲七爷（江偌绮）,花火,2037905445
陈慧娴,花火,210991
梁咏琪,花火,255604
司南,花灯谣,1384806075
王源,花瓣,1463111261
王力宏,花田错,25986099
陈绮贞,花的姿态,209243
王心凌,花的嫁纱,1480378514
step.jad依加,花花公子,1426022018
马思唯,花花公子,1426022018
华晨宇,花落时相遇,2006472465
蔡依林,花蝴蝶,209583
任然,花雨落,1361789569
周传雄,花香,189907
徐良,花魁,553753244
张靓颖,芳华绝代 (Live版),2046984499
王以太,芳心,1995495097
THOME,芳草地,1909082622
mac ova seas,芳草地,1909082622
艾志恒Asen,芳草地,1909082622
陈粒,芳草地,421563711
周深,芽,2054265929
黄龄,苍生 (Timeless Romance),554245089
薛凯琪,苍白情歌,1926917529
徐良,苏三起解,29822691
司南,苏东坡,1393189946
方大同,苏丽珍,82455
黄诗扶,苏州慢,2639350114
薛凯琪,苏州河,306855
郁可唯,苏州河 (live),2116493076
吴雨霏,苏眉,28009003
金玟岐,若,2688172866
AGA,若,30870517
阿肆,若你爱上油麻地,430043357
Ice Paper,若把你,2033902938
张芸京,若无其事,327983
王宇宙Leto,若是月亮还没来-(小美呀),2146228675
宝石Gem,若月亮没来 (Live版),2158973221
杨宗纬,若月亮没来 (Live版),2158973221
王宇宙Leto,若月亮没来 (Live版),2158973221
王宇宙Leto,若月亮没来 (若是月亮还没来),2119795491
毛不易,若有缘由,1845994602
en（王翊恩）,若梦,2134510626
庄东茹（豆芽鱼）,若神明偏爱,2657114678
张叶蕾,若青春可以重来,1461430717
黄诗扶,若风起时,1942366331
梁博,苦与乐,2698807241
周传雄,苦情歌,189517
高旭,苦涩,2108778066
刘思达LOFTHESTAR,苦涩,2108778066
陈奕迅,苦瓜,64293
汪苏泷,苦笑,165364
yihuik苡慧,苦茶,1874972712
Aioz,苦茶,1874972712
GAI周延,苦行僧 (Live),501467095
卢广仲,英雄,1900068507
张震岳,英雄之火+不灭火 (Live),1313052973
潘玮柏,英雄之火+不灭火 (Live),1313052973
MC HotDog 热狗,英雄之火+不灭火 (Live),1313052973
王杰,英雄泪,158128
谭维维,英雄赞歌,1488303544
GAI周延,茉莉,2156862018
王睿卓,茉莉花,28798513
银临,茉莉花,2013109760
黄诗扶,茉莉花,2013109760
万妮达Vinida Weng,茉莉花开 Jasmine,1832388742
林俊杰,茉莉雨,1366053680
蓝心羽,茫,2641841688
蓝心羽,茫（伴奏）,2641841689
Ice Paper,茶,1461669613
宝石Gem,茶园,1905374352
郁可唯,茶汤,316157
王睿卓,茶花开了,2650815712
王睿卓,茶花开了 (Live版),2650827769
王睿卓,茶花开了 (伴奏),2650827890
VaVa娃娃,茶花开了，该回家了 (live),2698673617
亞細亞曠世奇才,荆棘,2629531212
就是南方凯,荆棘之上,2085770262
何曼婷,草莓创可贴,2716701076
封茗囧菌,荒,1468957690
任素汐,荒原,2687807196
花粥,荒唐戏,1378234698
余佳运,荒屿,2116792369
陈楚生,荒岛,2679694399
陈楚生,荒岛站台 (live),2715047815
陈楚生,荒废光年,1374475880
吉克隽逸,荒漠上行走 (Live版),2604909467
王赫野,荒漠上行走 (Live版),2604909467
小霞,荒蛮的幽默,399343379
Aki阿杰,荣耀.征途,32174181
尹昔眠,荧光海,1963074102
万妮达Vinida Weng,药到病除,1974961080
万妮达Vinida Weng,药到病除 The Cure (LIVE版),1975803627
梁咏琪,荷花,255480
徐佳莹,莉莉安,402073803
徐良,莫再提,1363550350
周柏豪,莫失莫忘,29379542
NINEONE#乃万,莫妮卡·贝鲁奇 (LIVE版),2058162325
韩红,莫尼山 (Live),31877246
任素汐,莫怕莫怕,2620872938
任素汐,莫怕莫怕 (伴奏),2620872937
亞細亞曠世奇才,莫愁乡,2711834126
THOME,莫斯科郊外的晚上,1441581259
mac ova seas,莫斯科郊外的晚上,1441581259
TC,莫比乌斯,2717229162
h3R3,莫比乌斯环上的过山车,1493254928
Aki阿杰,莫问归处,1311345563
刘惜君,菩提偈,542058452
沈以诚,菲菲,407032014
Zy,萌系少女直球法则,2686693713
林依晨,萤火虫,255560
程响,萤火虫,2125230784
单依纯,萱草花 (Live版),2065587747
TC,落,2686651841
王赫野,落 (Live版),2607239402
唐伯虎Annie,落 (花开花落日升日没),2136745697
李荣浩,落俗,29764561
王贰浪,落叶,2076705847
王力宏,落叶归根,33497040
TC,落叶无情 你也无情,2102597674
尹昔眠,落在生命里的光,1892562874
郁可唯,落在胸口的星星,478049177
郭顶,落地之前,442869196
苏星婕,落差,1874923151
蓝心羽,落日飞行 (Live),2656136218
蓝心羽,落日飞行 (伴奏),2656136747
花粥,落款,2636636335
就是南方凯,落空枝,1897066455
任然,落笔太慌张,1410210880
鞠婧祎,落花成泥,571340268
陈奕迅,落花流水,64922
银临,落英,1948125134
陆虎,落荒而逃,2040894389
花粥,落霜,1358035181
邹沛沛,落霞挽霓虹,2640301964
张远,落魄,1383914288
陈奕迅,葡萄成熟时,66285
刘惜君,葡萄成熟时 (Live),1957018406
杨千嬅,葡萄成熟时 (Live),1957018406
金玟岐,董小姐(Cover 宋冬野）,29783016
黄诗扶,葬花词,1370886393
陈壹千,葵语,2037930284
蔡徐坤,蒙着眼,1381368576
GAI周延,蒙着眼睛走,1833354184
范玮琪,蒲公英,26270082
高睿,蒸发,1969603746
容祖儿,蒸馏,287281
Aki阿杰,蒹葭,428387751
卢广仲,蓝宝,109500
无面小生,蓝宝石,2672846910
陈慧娴,蓝月亮,28391625
Capper,蓝本 Blue Prints,1913779917
张韶涵,蓝眼睛,375282
周传雄,蓝色土耳其,189586
张叶蕾,蓝色床单,2676672496
张叶蕾,蓝色雨滴,1957526773
许巍,蓝莲花,168091
张学友,蓝雨,191144
薛凯琪,蔓延 (Live版),2052399114
萧亚轩,蔷薇,307664
姚晓棠,薄荷夏天,2605926643
庄东茹（豆芽鱼）,薄荷曼波,2161220774
张惠妹,薇多莉亚的秘密,326896
双笙（陈元汐）,藏,534540498
Lunak,藏语phonk,2703928282
阿肆,虎跳新春,1915669035
徐良,虐心,26145111
无面小生,虐恋,2666640687
华晨宇,虚幻与现实,2006484469
陈粒,虚拟,421423808
陈楚生,虚拟 (Live版),2149816864
张信哲,虚拟 (Live版),2149816864
ET,虚拟蝴蝶,2663471228
Happer,虚拟蝴蝶,2663471228
无面小生,虚拟蝴蝶,2663471228
DJ阿布,虚拟（DJ阿布 remix）,2110385348
唐伯虎Annie,虞姬,2007015002
鞠婧祎,虫之诗,33715645
贝乐虎,虫儿飞,1417892376
鞠婧祎,虹,1401229232
张叶蕾,虹之间,2157011197
en（王翊恩）,虹之间,2158671564
王赫野,虹之间 (Live版),2156439313
姚晓棠,虹之间 (Live版),2156439313
张叶蕾,蚁,1431351640
卢广仲,蚊子,109497
花粥,蚍蜉,1465288939
周深,蜃楼,2140776001
华晨宇,蜉蝣,34228112
陈绮贞,蜉蝣,209028
亞細亞曠世奇才,蜉蝣,2634596220
司南,蜕,1466911194
潘玮柏,蜕变 (Live),1306507052
张远,蜕变 (纯享版),1367945829
贝乐虎,蜗牛与黄鹂鸟,1417892372
王贰浪,蜜蜂,863489767
徐秉龙,蜻蜓,1397679291
刘若英,蝴蝶,254340
胡彦斌,蝴蝶,93188
洛天依Official,蝴蝶,2604527599
step.jad依加,蝴蝶,2608768540
陶喆,蝴蝶,150561
王赫野,蝴蝶夫人,1950046157
TizzyT,蝴蝶效应,2156229828
谭维维,蝴蝶，姐姐，和歌,1997223350
梁博,融化,36392025
喻言,蠢货,38679524
小霞,蠢货,1901320261
喻言,蠢货 (DJ版),2641517675
喻言,蠢货 (变速1.2X),2641517687
张惠妹,血腥爱情故事,31311140
THOME,行业模范,2013291281
海洋Bo,行走,1821864180
徐佳莹,行走的鱼,1984474579
陈楚生,行走的鱼 (Live版),2082079879
梁咏琪,行走的鱼 (Live版),2163974522
宝石Gem,行走的鱼 (Live版),2082079879
汪苏泷,行走的鱼 (live),2116492739
Capper,衔尾蛇,1908083436
GAI周延,街上的,2156862017
mac ova seas,街头爱,1958727888
Capper,街摇 Gel!,2026224205
王杰,街灯,157935
卫兰,街灯晚餐,25657581
金玟岐,街角的祝福 (Live),2098396424
梁博,表态 (Live),1363342573
程响,表演,1833634362
阿冗,表演课,1942335873
周星星,表白,1380340821
萧亚轩,表白,307081
周星星,表白 (伴奏),1380340822
陆虎,表白白,2036782455
陈绮贞,表面的和平,209251
陈楚生,袖手旁观,2619148683
金海心,袖手旁观 (Live),443277084
何曼婷,被你狙击,1340968185
何曼婷,被你狙击 (伴奏),1340964454
吉克隽逸,被动 (Live),1945875425
徐佳莹,被动 feat. 伍佰(Live),1408017141
陈绮贞,被动(Live),29750958
莫文蔚,被我弄丢的你,2128204707
高睿,被月亮听见,2697298706
封茗囧菌,被神明写的歌,2133212863
杨丞琳,被自己绑架,27630276
封茗囧菌,被贴上标签的人,1375241782
蔡健雅,被驯服的象,27747330
银临,裁梦为魂,489092574
林俊杰,裂缝中的阳光,25794009
金玟岐,装修,28285911
张惠妹,装醉,523041190
邹沛沛,褪色,2162780481
张信哲,褪黑素 (Live版),2644174830
罗言,褶皱玫瑰,2025211928
唐伯虎Annie,西厢寻他,1913206466
王唯旖,西厢月,1405319869
尹昔眠,西楼别序,1811662859
GAI周延,西湖 (live),2712612174
mac ova seas,西湖水,1933659329
喻言,要不是你,1300595399
杨坤,要你管 (Live),1994548889
黄子弘凡,要去有你在的地方,2636353439
苏星婕,要怎么形容你,1953840212
杨坤,要死就一定要死在你手里,28884189
谭维维,要死就一定要死在你手里 (Live),31877647
陆虎,要爱自己,2706325033
王赫野,见与不见 (Live版),2061887798
张碧晨,见与不见 (Live版),2061887798
王宇宙Leto,见天明,2153766260
很美味,见过水星,1381305582
庄东茹（豆芽鱼）,见面就告白吧,2046795480
杨丞琳,观众,432792792
加木,视角,2101708253
邵帅,解忧,1349381229
郑润泽,解脱,1897016511
何曼婷,解脱,440207624
胡彦斌,解脱 (Live),1433208039
Lil Ghost小鬼,解脱 (Live),1433208039
余佳运,解药,1371557617
王贰浪,解释,1979068123
周深,触不可及,2648888545
潘玮柏,触动,139517
刘思达LOFTHESTAR,触电,1417339845
徐良,触电,1329129059
余佳运,触碰不到的你,1454670699
徐佳莹,言不由衷,521749251
AGA,认,33761271
薛之谦,认真的雪,169185
许嵩,认错,167888
喻言,讨厌 (Live),2660437563
陶喆,讨厌红楼梦,150560
杨宗纬,让,176047
陈慧娴,让一切随风,28341638
刘惜君,让一切随风 (Live),1945355028
谭维维,让世界充满爱 (live),2111034568
王心凌,让世界充满爱 (live),2111034568
郁可唯,让世界充满爱 (live),2111034568
韦礼安,让世界充满爱 (live),2111034568
吉克隽逸,让世界再明亮,1932047265
DJ阿布,让你运货去越南,2091672942
单依纯,让她降落 (Live版),2053616406
梁博,让孩子活在梦里,28445721
周杰伦,让我一次爱个够 + 因为爱所以爱 + 抚仙湖 + 等你下课 + 霍元甲 + 万里长城永不倒 (Live),866049359
曾舜晞,让我们荡起双桨,1944115354
赵雷,让我偷偷看你,33166602
杨和苏KeyNG,让我快乐,1428166904
陈绮贞,让我想一想,209526
余佳运,让我感受你,1915290672
薛之谦,让我欢喜让我忧 (Live),2067808196
李宗盛,让我欢喜让我忧 (Live),441102579
杨宗纬,让我欢喜让我忧 (Live版),2046805502
张芸京,让我照顾你,328082
陈奕迅,让我留在你身边,438801672
鹿晗,让我留在你身边,2659606976
陆虎,让我留在你身边 (Live),2094475124
NINEONE#乃万,让星,2107604797
陆虎,让暖风给你送去个拥抱,2028604793
买辣椒也用券,让梦冬眠,1997515053
张芸京,让每天都是圣诞节,5237045
蔡健雅,让浪漫作主,1868851806
黄子弘凡,让爱燃烧,2707611742
无面小生,让爱走,2641145646
Happer,让爱走,2641145646
张芸京,让爱转动整个宇宙,5240342
摩登兄弟刘宇宁,让酒,1297742298
艾志恒Asen,训练日,2061964448
马思唯,训练日,2061964448
周深,记·念 (Live),1960650720
周传雄,记事本,190062
TC,记你太久,2714740354
无面小生,记你太久,2714740354
h3R3,记号,2719762257
林俊杰,记得,108269
张惠妹,记得,1360512113
张信哲,记得 (Live),407007443
韦礼安,记得回来,1442451773
王唯旖,记忆中的我,507532019
丁当,记忆咖啡,2689871663
Aki阿杰,记糊涂账,1872427581
陈慧娴,讲不出再见 (live),2651498750
摩登兄弟刘宇宁,讲真的,1389041364
苏星婕,许,2130731893
程响,许你（0.8x）,2141242351
梁咏琪,许愿,87146
古巨基,许愿,87146
蔡依林,许愿池的希腊少女,209803
胡彦斌,诀别诗,4874264
张远,诀爱 (Live),1990367714
菲菲公主（陆绮菲）,诀爱（百人合唱）二,1983513912
杨乃文,证据,316071
江辰,评论区,2708763083
曾沛慈,识趣,1384361631
刘惜君,诉月,2030160666
林忆莲,词不达意,255858
陈楚生,词不达意 (live),2118463417
陈壹千,试探游戏,1462362125
蔡依林,诗人漫步,209524
方大同,诗人的情人,82469
